ssvid,shipname_norm,flag,imo,callsign,vessel_class,length_m,tonnage_gt,engine_power_kw,gfw_owner,gfw_owner_address,gfw_owner_flag,all_encounters,HS_encounters,fraction_encounters_in_HS
374610000,HAIFENG678,PAN,9016961,3FCO5,carrier,144.4,12413,7706.18,RONG FU SHIPPING,"UNIT 201, 2/F, MALYSIA BUILDING, 50 GLOUCESTER ROAD, WANCHAI, HONG KONG, CHINA",HKG,49,49,1
374612000,YONGXIANG7,PAN,8410586,3FXQ9,carrier,158.53,12660,14570,YONGXIANG HONG KONG,UNIT 2209 22/F WU CHUNG HSE 213 QUEEN&APOS;S RD EAST WANCHAI HK,HKG,25,25,1
374644000,ANGEL121,PAN,8907266,3FWX7,bunker,104.31,4995,3605,HAPPY GLOBE,"VISTRA CORPORATE SERVICES CENTRE, WICKHAMS CAY II, ROAD TOWN, TORTOLA VG 1110, BRITISH VIRGIN ISLANDS.",VGB,100,14,0.14
374670000,OCEANTOPAZ,PAN,9171503,3EEC9,bunker,176,29289,8561,EVER KEY,"P.O. BOX 957, OFFSHORE INCORPORATIONS CENTRE, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS",VGB,108,57,0.53
374723000,YUNRUN3,PAN,9161613,HOAZ,carrier,86.09,2713,1471,FENGRUN SHIPPING,TOWER 1 15/F LIPPO CENTRE QUEENSWAY HONG KONG,HKG,55,55,1
374734000,HAIGONGYOU309,PAN,9153214,3ERA8,bunker,128.86,8930,5280,PACIFIC VENTURE DEVELOPMENT,"CARE OF CHINA NATIONAL FISHERIES CORP (CNFC) , 19TH FLOOR, 188, NANSIHUAN XILU, FENGTAI QU, BEIJING, 100160, CHINA.",CHN,69,69,1
374762000,LADYTUNA,PAN,9453418,3EQX2,carrier,120.75,4538,2993,WANG TAT,"56 BUKIT BATOK EAST AVE. 5, REGENT HEIGHTS CONDO #25-03, SINGAPORE 659804",SGP,22,22,1
377906047,BARANA,VCT,8707159,J8PV5,carrier,78.2,1917,1491.4,UP WORLD TRADING,"LEVEL 2, LOTEMAU CENTRE, VAEA STREET",WSM,4,4,1
412203740,TAIXIANG,CHN,9005625,BAPI,carrier,84.02,1950,1471,LIAOYU GROUP,DALIANWAN GANJINGZI DISTR. DALIAN CITY.CHINA,CHN,2,2,1
412331177,LUWENYUANYUYUN888,CHN,8785943,BCFH,carrier,91,3312,NA,WENDENG KUN AN FISHERIES,"WENDENG, SHANDONG, CHINA.",CHN,4,4,1
412331208,LUWEIYUANYUYUN777,CHN,8782654,BBIT7,carrier,97.33,3563,NA,WEIHAI HUANHAI AQUATIC,"55, HUAYUAN LU, HUANCUI QU, WEIHAI, SHANDONG, CHINA.",CHN,27,27,1
412331493,LURONGYUANYUYUN899,CHN,8789597,BCFI8,carrier,90,3444,2206,NA,NA,NA,2,2,1
412336769,LURONGYUANYUYUN177,CHN,9860130,BZTT9,carrier,108,5005,2431,SHIDAO GROUP,"118, HUANGHAI NANLU, SHIDAOZHEN, RONGCHENG, SHANGDONG, CHINA.",CHN,14,14,1
412401230,MINGFA,CHN,9160097,BKUI,carrier,77.52,2028,1324,CNFC OVERSEAS FISHERIES,"1, XINGHAI LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,7,7,1
412420329,XINZHOU,CHN,8307272,BZ6VD,carrier,NA,8813,5593,NA,NA,NA,27,27,1
412421073,PINGTAIRONGLENG1,CHN,9834894,BZW8K,carrier,107.9,4571,3500,PING TAI RONG OCEAN FISHERIES GROUP,FLOOR 10-11TH PUTUO MARINE & FISHERIES BUILDING NO. 9 WEST DONGHAI ROAD SHENJIAMEN STREET PUTUO DISTRICT ZHOUSHAN CITY CHINA,CHN,26,26,1
412421074,PINGTAIRONGLENG2,CHN,9839363,BZW9K,carrier,107.9,4571,3500,PING TAI RONG OCEAN FISHERIES GROUP,FLOOR 10-11TH PUTUO MARINE & FISHERIES BUILDING NO. 9 WEST DONGHAI ROAD SHENJIAMEN STREET PUTUO DISTRICT ZHOUSHAN CITY CHINA,CHN,47,46,0.98
412421088,JINZHOU,CHN,9844514,BZW5N,carrier,NA,7931,7931,ZHOUSHAN JINHAI DEEP SEA,"ROOMS 1108 & 1109, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,63,63,1
412423656,PUYUANLENG7,CHN,8693190,BZV8S,carrier,91,2998,2206,NA,NA,NA,7,7,1
412436952,OUYALENG6,CHN,8782862,BZW7A,carrier,93.98,3289,2100,NINGBO EURASIAN OCEAN FISHERIES,"CHUANJI, HEPUZHEN, XIANGSHAN XIAN, ZHEJIANG, CHINA.",CHN,25,25,1
412440239,FUYUANYULENG36,CHN,8791734,BZU4P,carrier,85.37,2510,1912,FUJIAN CHANGFENG FISHERIES,26-1602 SHENGTAOSHA GARDEN TAIJIANG FUZHOU CHINA,CHN,10,10,1
412440364,FUYUANYUYUN87,CHN,NA,BVMO5,carrier,91,3014,NA,NA,NA,NA,10,10,1
415518424,LIANCHUANSHENG66,TWN,7305722,BEGE,carrier,105.3,2944,4028.4,TAI FU OCEAN,"NO.67, TIANHOU ST., CIANJHEN DISTRICT, KAOHSIUNG CITY 806, TAIWAN",TWN,28,28,1
416064900,FENGHAI1,TWN,8676300,BZHY,carrier,51.33,492,969.8,LIN C Y,"103, BO'AI STREET, DONGGANG TOWNSHIP, PINGTUNG COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN,28,28,1
416110700,HOYUAN,TWN,7121956,BI2039,carrier,70.34,992,1342.8,HER SHUEN FISHERIES,"4TH FLOOR, 41, LANE 710, HANMIN ROAD, XIAOGANG DISTRICT, KAOHSIUNG CITY, 81256, CHINA, REPUBLIC OF (TAIWAN)",TWN,20,20,1
416308000,CHENYU7,TWN,7930175,BZLY,carrier,77.9,1872,2387.2,CHEN CHI HSIUNG,"NO.987, JIOURU 4TH RD., GUSHAN DISTRICT, KAOHSIUNG CITY 804, TAIWAN",TWN,34,34,1
416521000,YONGMANSHUN,TWN,7302031,BZCO,carrier,73.3,998,1342.8,FENG SHUN FISHERIES,"9TH FLOOR, 3, HEXI ROAD, YANCHENG DISTRICT, KAOHSIUNG CITY, 80341, CHINA, REPUBLIC OF (TAIWAN)",TWN,15,15,1
416542000,HERWEN1,TWN,8680442,BEOZ,carrier,95.2,2495,2461.8,HER WEN FISHERIES,"ROOM 316, NO.3, YUGANG E. 2ND RD., CIANJHEN DISTRICT, KAOHSIUNG CITY 806, TAIWAN",TWN,57,57,1
416602000,SHUNTIANFA168,TWN,7323401,BZEJ,carrier,76.8,1095,2014.2,HON SHUN FISHERIES,"11, LANE 82, SONGFU STREET, XIAOGANG DISTRICT, KAOHSIUNG CITY, 81271, CHINA, REPUBLIC OF (TAIWAN)",TWN,26,26,1
416702000,SHENGHONG,TWN,7920869,BZLL,carrier,77.92,1866,2238,SHENG HONG FISHERIES,NO. 11 LANE 82 SONGFU STREET SIAOGANG DISTRICT KAOHSIUNG CITY 81271 TAIWAN (R.O.C.),TWN,54,54,1
416730000,LIANJYIHSING,TWN,7234210,BI2037,carrier,71.4,995,1641.2,LIAN JYI HSING MARINE PRODUCTS,"1ST FLOOR, 58, FENGDENG STREET, XIAOGANG DISTRICT, KAOHSIUNG CITY, 81245, CHINA, REPUBLIC OF (TAIWAN)",TWN,12,12,1
416778000,WINSHUENSHING,TWN,7332713,BECS,carrier,100,3062,4028.4,WIN SHU FISHERIES,"NO.115, MINGDAO RD., CIANJHEN DISTRICT, KAOHSIUNG CITY 806, TAIWAN (R.O.C.)",TWN,31,27,0.87
416861000,JINHWEI101,TWN,7323396,BEAP,carrier,76.8,1376,2014.2,JIN HWEI OCEAN ENTERPRISE,"ROOM 316, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN,26,26,1
431201000,TAISEIMARU15,JPN,8710728,7JTK,carrier,124.25,4969,3844.05,TAISEIMARU KAIUN,"5-5, HONMACHI, ISE, MIE, JAPAN",JPN,33,33,1
431678000,TAISEIMARU24,JPN,9086758,JILE,carrier,116.7,4992,4579.05,TAISEIMARU KAIUN,"5-5, HONMACHI, ISE-SHI, MIE-PREF. JAPAN",JPN,34,34,1
440046000,SEIWA,KOR,9021277,DSMA2,carrier,94,2692,2427,GREEN WORLD,"8TH DONGWON BLDG, 70, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA.",KOR,76,76,1
440080000,NEWGLORY,KOR,9179945,DSRC5,bunker,107.8,3901,3087,SEONGWON SHIPPING,"7F, SEONG-WOO BLDG, 122, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA",KOR,57,11,0.19
440170000,OCEANCHO,KOR,8906808,D7BO,carrier,115,5286,5000,JNP MARITIME,"3RD FLOOR, 87, BAUMOE-RO 41-GIL, SEOCHO-GU, SEOUL, REPUBLIC OF KOREA",KOR,17,17,1
440255000,KSIRIS,KOR,9321134,D7DS,bunker,120.86,8560,4440,KORIN STAR,"#501, BUSAN-DEPART B/D, 21, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA.",KOR,10,10,1
440283000,SEIYU,KOR,9172909,D8DK,carrier,86.09,2713,2405,GREEN WORLD,"8TH DONGWON BLDG, 70, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA.",KOR,29,29,1
440402000,WOOBONG,KOR,9036387,DSEM6,bunker,112,4702,3036.22,KEOJE MARINE,"4TH FL, WOOLIM BLDG, 19, DAE PYEONG-DONG 28, YOUNG DO-GU, BUSAN, KOREA",KOR,47,2,0.04
440571000,SEIHO,KOR,8909680,D7XP,carrier,93.78,2600,2059,GREEN WORLD,"8TH DONGWON BLDG, 70, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA.",KOR,15,15,1
440633000,ONENESS,KOR,9170951,D7SM,bunker,121.35,5315,3880.8,SHIPMAN,"RM1007, 263, JUNGANG-DAERO, DONG-GU, BUSAN, REPUBLIC OF KOREA",KOR,70,18,0.26
440664000,SLBOGO,KOR,8815009,DSOZ2,carrier,91.58,3302,2942,SEOIL AGENCY,ROOM 807 DONGYANG BUILDING 18 GWANGBOK-RO 97 BEON-GIL TUNG-KU BUSAN KOREA,KOR,53,53,1
440686000,DHARA,KOR,8904941,D7WB,carrier,146.02,6557,6937.8,BOYANG,"3604, KOREA TRADE TOWER, 511, YEONGDONG-DAERO GANGNAM-GU, SEOUL, KOREA",KOR,11,11,1
441032000,SEISHIN,KOR,8808161,DSOP5,carrier,86.33,2426,1469.62,GREEN WORLD,"8TH DONGWON BLDG, 70, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA.",KOR,24,24,1
441240000,SLARCHI,KOR,8712398,DSOR5,carrier,84.36,1488,1470,SHINHAN CAPITAL,530-1 GOJAN-DONG DANWON-GU ANSAN-SI GYEONGGI-DO REPUBLIC OF KOREA,KOR,3,2,0.67
441364000,WOOTAE,KOR,9258040,D9VW,bunker,105.4,5328,3360,WOOLIM SHIPPING,"111, YEOUIGONGWON-RO, YEONGDEUNGPO-GU, SEOUL, KOREA",KOR,28,7,0.25
441418000,SEIBU,KOR,9684067,D7HD,carrier,96.94,3132,2700,GREEN WORLD,8TH FLOOR DONGWON BUILDING 70 JUNGANG DAERO JUNG-GU BUSAN REPUBLIC OF KOREA,KOR,12,12,1
441922000,WOOYEON,KOR,9558816,DSRN4,bunker,118,5023,2880,KEOJE MARINE,"4TH FL, WOOLIM BLDG, 19, DAE PYEONG-DONG 28, YOUNG DO-GU, BUSAN, KOREA",KOR,20,1,0.05
518100013,HAISOON5,COK,9109897,E5U2958,bunker,89.18,1998,2059,PURE OCEAN INTERNATIONAL,"6001 BEACH ROAD, #17-05/06, GOLDEN MILE TOWER, SINGAPORE, 199589",SGP,57,49,0.86
518100014,HAISOON39,COK,9188520,E5U2959,bunker,103.4,3878,4118,GRAND RITZ,"6001 BEACH ROAD, #17-05/06, GOLDEN MILE TOWER, SINGAPORE",SGP,73,73,1
518100015,HAISOON48,COK,9166974,E5U2960,bunker,112,5360,4200,CITY EFFORT PROFITS,"6001 BEACH ROAD #17-05/06, GOLDEN MINE TOWER, SINGAPORE 199589",SGP,65,60,0.92
518100126,HAISOON28,COK,8905397,E5U3071,bunker,105.29,3244,2942,EASTERN KING MARINE PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,19,14,0.74
518100179,HAISOON12,COK,9078751,E5U3120,bunker,101.73,3243,2942,PACIFIC MARINE PTE,"6001 BEACH ROAD 17-05/06 GOLDEN MILE TOWER, SINGAPORE 199589",SGP,25,18,0.72
518100282,BPACIFIC,COK,9697296,E5U3218,bunker,101.39,5689,3000,CHUANDONG 1 MARINE HOLINGS,"TRUST COMPANY COMPLEX, AJETAKE ROAD, AJELTAKE ISLAND, MAJURO, MH 96960, MARSHALL ISLANDS",MHL,52,52,1
518100355,HAISOON26,COK,9058804,E5U3271,bunker,105,3338,3353,BLUE RING ENTERPRISE,"6001 BEACH RD, #17-05/06, GOLDEN MILE TOWER, SINGAPORE 199589",SGP,43,43,1
518100357,HAISOON10,COK,8806395,E5U3273,bunker,88,1914,1910,HAI SOON CHARTERING PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,9,3,0.33
518100405,HAISOON61,COK,9276901,E5U3321,bunker,106.98,4251,3120,SUPER SHINE DEVELOPMENT,C\O 6001 BEACH ROAD #17-05 GOLDEN MILE TOWER 199589 SINGAPORE,SGP,51,32,0.63
529101000,HUAJIAN1,KIR,7908732,T3MD,carrier,99.99,3415,3310,UNITED OCEAN SHIPPING,"FLAT/RM 907 JFZ301 WING TUCK COMM CTR., 177-183 WING LOK STREET, HONG KONG",HKG,1,1,1
529264000,HAISOON6,KIR,9062697,T3TY,bunker,NA,3232,NA,HS PACIFIC MARINE PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,22,22,1
529354000,HUAJIAN107,KIR,8421298,T3XR,carrier,104.47,4238,3501,UNITED OCEAN SHIP MANAGEMENT,"ROOM 2105 JFZ1419 TREND CENTRE 29-31 CHEUNG LEE STREET, CHAI WAN, HONG KONG",HKG,1,1,1
529606000,SHUIJINGLING,KIR,8627309,T3HD2,carrier,NA,2429,NA,NA,NA,NA,1,1,1
529770000,NEWSMILE,KIR,9114842,T3PZ2,bunker,98.46,4629,2426,WINSON OCEAN,"P.O BOX 957 OFFSHORE INCORPORATIONS CENTER ROAD TOWN,TORTOLA,BRITISH VIRGIN ISLANDS",VGB,64,1,0.02
529782000,ANGEL10,KIR,9040455,T3QM2,bunker,181.61,25800,7168,CRYSTAL DAY,"P.O. BOX 957, OFFISHORE INCORPORATIONS CENTRE, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS",TWN,1,1,1
529794000,ANGEL18,KIR,9167710,T3QZ2,bunker,117.27,6332,3603,SUCCESS DIRECT,"2ND FLOOR,ABBOTT BUILDING ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS",VGB,32,32,1
529839000,ANGEL29,KIR,9084695,T3SW2,bunker,123,5944,2426,START SAIL,"P.O.BOX 957, OFFSHORE INCORPORATIONS CENTRE, ROAD TOWN , TORTOLA, BRITISH VIRGIN ISLANDS,",VGB,56,7,0.12
538002930,ANGEL38,MHL,9175743,V7MZ7,bunker,117.02,5994,3883,EAGERWAY,"C/O 26F-1, NO.29, HAI PEIN ROAD, 802 KAOHSIUNG, TAIWAN",TWN,140,18,0.13
538004001,OCEANRUBY,MHL,9150834,V7UQ3,bunker,NA,79633,NA,TRUE FAITH GLOBAL,"CARE OF WINSON SHIPPING (TAIWAN) CO LTD , ROOM 1, 26TH FLOOR, 29, HAIBIAN ROAD, LINGYA DISTRICT, KAOHSIUNG CITY, 80248, CHINA, REPUBLIC OF (TAIWAN)",TWN,9,9,1
538004148,BSTAR,MHL,9381639,V7VL3,bunker,105.5,3978,3000,STAR MARINE HOLDINGS,"CARE OF SK SHIPPING CO LTD , 21ST FLOOR, CPO BOX 2732, 416, HANGANG-DAERO, JUNG-GU, SEOUL, 04637, SOUTH KOREA.",KOR,36,36,1
538004149,BACE,MHL,9381641,V7VL4,bunker,98.12,3978,3000,ACE MARINE HOLDINGS,"C/O 19TH FL., SK NAMSAN BLDG, 267, NAMDAEMUNNO-5GA, CHUNG-GU, SEOUL, KOREA",KOR,96,96,1
538004308,BATLANTIC,MHL,9333125,V7WI5,bunker,118.14,5776,4200,ATLANTIC MARINE HOLDINGS,"CARE OF SK SHIPPING CO LTD , 21ST FLOOR, CPO BOX 2732, 416, HANGANG-DAERO, JUNG-GU, SEOUL, 04637, SOUTH KOREA.",KOR,25,22,0.88
538005932,ANGEL17,MHL,9208605,V7IF2,bunker,108.5,5373,3883,NEW WINSTAR,"C/O 26F-1, NO.29, HAI PEIN ROAD, 802 KAOHSIUNG, TAIWAN",TWN,185,4,0.02
538006154,OCEANCRYSTAL,MHL,9116905,V7KF7,bunker,173.1,29083,7470,OCEAN AFFLUENT,"VISTRA CORPORATE SERVICES CENTRE, WICKHAMS CAY II, ROAD TOWN, TORTOLA VG1110, BRITISH VIRGIN ISLANDS.( 26F-1, NO.29, HAI PEIN ROAD, 802 KAOHSIUNG, TAIWAN)",TWN,43,3,0.07
563061200,FORTUNE18,SGP,9508354,9V7720,bunker,NA,5635,NA,MARIS STELLA INTL PTE,"CARE OF FORTUNE SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,15,15,1
563418000,CHITOSE,SGP,9666508,9V6110,carrier,134.15,6534,4619.61,WANG TAT,"56 BUKIT BATOK EAST AVE. 5, REGENT HEIGHTS CONDO #25-03, SINGAPORE 659804",SGP,48,48,1
565318000,HAISOON29,SGP,9072733,9V8350,bunker,NA,1993,NA,HAI SOON PACIFIC PTE,"CARE OF HAI SOON SHIP MANAGEMENT PTE LTD , 17-05/06, GOLDEN MILE TOWER, 6001, BEACH ROAD, SINGAPORE 199589",SGP,28,23,0.82
576728000,LUNGYUIN,VUT,9048603,YJQP3,carrier,94.32,3431,2995.12,CHANG SOON SHIPPING,"BANCO GENERAL TOWER, 15TH FLOOR, AQUILINO DE LA GUARDIA, MARBELLA, P.O.BOX 6927 PANAMA-CITY, PANAMA",TWN,67,67,1
577106000,HARIMA2,VUT,9133317,YJTB3,carrier,113.37,4490,3035,WANG TAT,"56 BUKIT BATOK EAST AVE. 5, REGENT HEIGHTS CONDO #25-03, SINGAPORE 659804",SGP,22,22,1
577201000,BSKY,VUT,9381627,YJTN7,bunker,98.12,3978,3000,SKY MARINE HOLDINGS,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLAND",MHL,85,85,1
636008972,TRITONREEFER,LBR,8911102,ELLM5,carrier,144,8818,7945,WEI FONG SHIPPING,"FLOOR 2-4, NO.69 HUANCHENG EAST ROAD, DINGHAI, ZHOUSHAN, ZHEJIANG, CHINA",CHN,14,14,1
636013103,SEAFROST,LBR,8517061,A8KP6,bunker,NA,11013,NA,CAIN MARINE,"CARE OF BALTMED REEFER SERVICES LTD , 5, XENIAS STREET & CHARILAOU TRIKOUPI, KIFISIA, 145 62 ATHENS, GREECE.",GRC,38,21,0.55
636014306,SEALION,LBR,9377810,A8SW2,bunker,105.5,3978,2175.21,ALISON MANAGEMENT,"5, XENIAS STR. & CH. TRIKOUPI, KIFISSIA",GRC,42,40,0.95
636017108,CHIKUMA,LBR,9666493,D5JI4,carrier,134.15,6558,4550,OCEAN WIDE SHIPPING,"OMEGA BLDG.,SAMUEL LEWIS AVENUE AND 53RD ST.,PANAMA-CITY REPUBLIC OF PANAMA",PAN,46,46,1
636017161,MEITAMARU,LBR,9071583,D5JO8,carrier,106.86,3802,2942,PANAMA TRL,"JUST AROSEMENA AVE. & 32ND ST. NO. 3-32 PANAMA CITY, PANAMA",PAN,45,45,1
636017162,GENTAMARU,LBR,9620384,D5JO9,carrier,99.06,3989,2998,PANAMA TRL,"JUST AROSEMENA AVE. & 32ND ST. NO. 3-32 PANAMA CITY, PANAMA",PAN,50,50,1
636017275,VICTORIA2,LBR,9140097,D5KD3,carrier,91.48,2717,1096.92,NAVISA MARITIME,"53RD E STREET URBANIZATION MARBELLA , MMG TOWER 16TH FL. PANAMA CITY, PANAMA",PAN,6,6,1
636017359,SHOTAMARU,LBR,9194892,D5KN7,carrier,100.98,3936,2942,PANAMA TRL,"JUST AROSEMENA AVE. & 32ND ST. NO. 3-32 PANAMA CITY, PANAMA",PAN,49,49,1
636017396,TAIHOMARU,LBR,9459591,D5KS2,carrier,98.28,3858,2950,PRINCESS LINE,"EDIFICIO COMOSA AV., SAMUEL LEWIS, MANUEL M. YCAZA, P.O. BOX 4150, PANAMA CITY, PANAMA",JPN,50,50,1
636017460,JASON,LBR,9377808,D5LB4,bunker,105.5,3798,2136.43,AGATHA MARITIME,"5, XENIAS STR. & CH. TRIKOUPI, ATHENS, KIFISSIA 145 62, GREECE",GRC,17,11,0.65
636017468,TENHOMARU,LBR,9128764,D5LC4,carrier,94.65,3496,2942,PRINCESS LINE,"EDIFICIO COMOSA AV., SAMUEL LEWIS, MANUEL M. YCAZA, P.O. BOX 4150, PANAMA CITY, PANAMA",PAN,40,39,0.98
636017556,ZHONGXIANG,LBR,8814299,D5LN5,carrier,150.3,10629,11401,ZHONG XIANG SHIPPING,"80 BROAD STR., MONROVIA, LIBERIA",LBR,4,4,1
636017561,ZHONGZHOU1,LBR,9044358,D5LO2,carrier,152.94,12413,7600,WEI FONG SHIPPING,"FLOOR 2-4, NO.69 HUANCHENG EAST ROAD, DINGHAI, ZHOUSHAN, ZHEJIANG, CHINA",CHN,17,8,0.47
636017752,WEISHUN,LBR,8312655,D5MO2,carrier,149.03,9032,7059,WEI FONG SHIPPING,"NO. 348 JIEFANGXI ROAD, DINGHAI, ZHOUSHAN, ZHEJIANG (CHINA)",CHN,44,44,1
636018031,BAOREEFER,LBR,9066485,A8JI3,carrier,134.02,7329,5999,KINGFISHERS SHIPPING,"FLOOR 17, NO.2 BLDG., HUAWO BUILDING, 79# SHENZHEN ROAD, LAOSHAN DIST., QINGDAO, P.R.C.",CHN,28,28,1
636018227,WEINING,LBR,9064229,A8JH5,carrier,141.8,9829,9164,REI FONG SHIPPING,"NO. 348 JIEFANGXI ROAD, DINGHAI, ZHOUSHAN, ZHEJIANG (CHINA)",CHN,85,85,1
667003426,HENGXING1,SLE,8834421,9LY2623,carrier,65.23,991,NA,EVER BLOSSOM SHIPPING,NA,NA,1,1,1
671918000,QIANYUAN,TGO,8819691,5VEZ8,carrier,NA,1891,NA,HONG KONG CHEN YU MARINE,"HONG KONG, CHINA.",HKG,1,1,1
760000140,ALORCA,PER,8705333,OA3562,bunker,NA,7973,NA,TRANSGAS SHIPPING LINES,"3RD FLOOR, AVENIDA ENCALADA 995, MONTERRICO, LIMA, 15009, PERU.",PER,48,48,1
